River,Location,pH,Turbidity,Temperature,DO,BOD,EC,Nitrate,Fecal_Coliform,City,Latitude,Longitude
Brahmaputra,B,6.82,2.19,25.71,9.88,8.24,700.21,14.14,4972,Tezpur,26.633,92.8
Narmada,B,7.18,6.4,34.9,7.33,1.59,610.06,21.64,2437,Jabalpur,23.1815,79.9864
Mahanadi,E,7.27,1.99,22.01,4.28,7.23,693.32,15.93,1776,Paradip,20.316,86.6103
Godavari,D,7.23,3.95,33.18,6.69,6.15,421.24,11.93,3559,Rajahmundry,17.0005,81.804
Ganga,A,8.72,4.21,19.94,2.88,9.17,148.2,9.74,2319,Rishikesh,30.0869,78.2676
Narmada,C,8.14,7.57,13.26,9.73,2.1,572.17,18.35,4685,Hoshangabad,22.7441,77.7369
Narmada,E,7.82,4.76,16.7,3.4,5.81,204.56,28.18,2414,Bharuch,21.7051,72.9959
Ganga,A,6.93,2.41,21.63,7.18,8.92,380.92,20.19,1452,Rishikesh,30.0869,78.2676
Godavari,E,8.47,3.34,17.05,3.96,4.69,98.75,2.33,4803,Kakinada,16.9891,82.2475
Yamuna,E,8.87,3.06,12.01,7.74,5.34,668.98,13.87,1986,Prayagraj,25.4358,81.8463
Narmada,C,8.46,14.62,33.05,8.21,1.63,144.46,26.74,3983,Hoshangabad,22.7441,77.7369
Ganga,D,6,11.63,31.41,7.39,3.5,727.32,2.92,2500,Varanasi,25.3176,82.9739
Mahanadi,B,7.91,14.55,29.07,6.92,3.92,698.17,29.67,735,Sambalpur,21.4669,83.9812
Mahanadi,D,6.15,7.16,15.86,9.14,9.51,398.44,28.48,3813,Bhubaneswar,20.2961,85.8245
Brahmaputra,C,6.77,4.9,14.77,2.63,3.54,608.28,2.44,4391,Guwahati,26.1445,91.7362
Ganga,C,6.18,12.18,13.55,4.65,5.15,514.58,28.01,3837,Patna,25.5941,85.1376
Brahmaputra,C,7.81,5.57,28.65,3.99,7.04,652.31,10.96,4675,Guwahati,26.1445,91.7362
Mahanadi,A,8.06,5.19,33.36,9.9,2.46,373.85,25.36,3629,Raipur,21.2514,81.6296
Godavari,D,6.34,4.26,21.9,5.12,5.38,639.36,12.61,2897,Rajahmundry,17.0005,81.804
Yamuna,D,7.15,2.82,14.74,7.86,7.65,396.84,13.28,507,Agra,27.1767,78.0081
Ganga,E,7.37,4.59,23.79,7.48,8.8,755.72,19.06,3986,Kolkata,22.5726,88.3639
Kaveri,E,7.11,5.97,20.02,3.7,6.64,414.78,23.26,714,Thanjavur,10.787,79.1378
Mahanadi,E,6.36,10.44,20.62,3.91,7.02,396.96,1.11,4667,Paradip,20.316,86.6103
Mahanadi,C,7.26,1.88,26.29,4.25,2.14,638.8,17.84,4137,Cuttack,20.4625,85.8828
Kaveri,D,8.25,3.95,28.53,5.29,9.51,666.18,5.68,3691,Tiruchirappalli,10.7905,78.7047
Krishna,C,6.21,12.33,14.54,3.87,2.19,465.87,10.44,4148,Vijayawada,16.5062,80.648
Mahanadi,A,6.24,3.06,12.82,2.16,7.97,184.85,10.5,1926,Raipur,21.2514,81.6296
Narmada,E,7.06,5.8,34.87,9.04,3.38,400.82,14.12,1384,Bharuch,21.7051,72.9959
Godavari,C,8.83,13.11,17.35,9.72,9.4,776.05,10.09,1855,Adilabad,19.6667,78.5333
Ganga,C,8.01,3.17,13.24,4.73,7.48,614.74,3.31,4664,Patna,25.5941,85.1376
Kaveri,A,8.04,2.16,16.37,4.71,7.78,658.37,4.45,1446,Kodagu,12.3375,75.8069
Narmada,B,7.09,7.78,12.9,2.06,2.97,74.62,1.1,3100,Jabalpur,23.1815,79.9864
Kaveri,D,7.78,5.23,21.01,7.44,4.99,400.89,14.16,1380,Tiruchirappalli,10.7905,78.7047
Ganga,B,6.03,8.89,30.46,8.6,6.56,534.97,28.64,1938,Kanpur,26.4499,80.3319
Brahmaputra,E,7.91,12.25,19.85,3.17,7.93,672.52,3.56,1646,Dhubri,26.0222,89.9856
Ganga,C,8.74,2.92,22.22,3.28,1.94,86.96,28.39,101,Patna,25.5941,85.1376
Krishna,A,7.84,9.13,27.54,8.32,9.66,689.33,22.03,1853,Mahabaleshwar,17.9307,73.6477
Ganga,A,8.62,8.08,23.7,6.93,9.01,461.3,19.16,194,Rishikesh,30.0869,78.2676
Ganga,D,8.17,3.02,31.81,2.36,3.43,197.99,19.39,4833,Varanasi,25.3176,82.9739
Krishna,B,6.36,9.74,31.92,6.98,8.4,287.94,24.82,1581,Sangli,16.8524,74.5815
Godavari,D,8.71,4.83,12.23,4.47,5.66,261.45,3.3,841,Rajahmundry,17.0005,81.804
Mahanadi,C,6.2,7.83,29.9,4.95,5.16,448.14,15.19,4450,Cuttack,20.4625,85.8828
Ganga,D,7.6,2.15,22.6,8.16,3.83,88.76,20.94,2135,Varanasi,25.3176,82.9739
Krishna,A,6.43,7.43,34.74,8.49,6.23,168.9,17.65,4272,Mahabaleshwar,17.9307,73.6477
Narmada,A,6.04,5.29,23.11,5.2,7.57,659.52,25,273,Amarkantak,22.6744,81.7597
Brahmaputra,E,7.27,12.51,34.7,9.58,4.7,149.45,2.26,1296,Dhubri,26.0222,89.9856
Brahmaputra,E,6.89,1.8,29.36,5.25,6.66,225.05,20.75,1539,Dhubri,26.0222,89.9856
Ganga,C,7.46,6.86,17.72,8.17,7.29,390.03,16.07,1818,Patna,25.5941,85.1376
Godavari,B,7.73,7.42,24.38,5.87,7.4,437.84,11.44,1887,Nanded,19.16,77.31
Godavari,D,6.13,11.15,34.82,9.18,1.47,622.71,10.27,1759,Rajahmundry,17.0005,81.804
Narmada,C,6.37,9.04,31.72,9.26,8.74,385.5,18.66,1919,Hoshangabad,22.7441,77.7369
Ganga,E,7.68,10.34,14.24,2.7,5.12,642.4,26.74,2633,Kolkata,22.5726,88.3639
Brahmaputra,D,7.03,11.88,28.25,9.49,3.36,513.76,14.94,1207,Goalpara,26.17,90.62
Godavari,E,8.19,13.07,19.95,8.6,3.18,134.82,24.76,2488,Kakinada,16.9891,82.2475
Ganga,D,7.96,5.39,12.16,8.33,5.35,167.25,12.12,4873,Varanasi,25.3176,82.9739
Kaveri,B,8.54,8.53,21.28,3.61,8.98,377.78,3.16,2520,Mysuru,12.2958,76.6394
Godavari,C,8.08,12.76,17.4,8.44,4.41,347.67,1.94,110,Adilabad,19.6667,78.5333
Krishna,D,7.29,14.85,30.83,8.8,7.75,607.66,1.63,3097,Guntur,16.3067,80.4365
Kaveri,A,8.02,13.45,19.76,4.31,1.87,485.55,11.47,1929,Kodagu,12.3375,75.8069
Mahanadi,A,6.83,6.2,31.03,9.62,5.28,341.1,10.18,2301,Raipur,21.2514,81.6296
Godavari,D,6.92,3.73,12.01,2.4,9.93,178.07,21.57,3330,Rajahmundry,17.0005,81.804
Brahmaputra,D,8.37,7.85,19.08,3.2,7.93,220.13,22.31,114,Goalpara,26.17,90.62
Yamuna,D,7.34,11.38,17.55,6.3,2.89,481.63,1.62,703,Agra,27.1767,78.0081
Kaveri,A,8.4,7.9,17.37,6.61,5.51,367.58,6.71,3250,Kodagu,12.3375,75.8069
Mahanadi,A,8.47,7.76,13.57,7.16,3.1,436.2,8.3,3501,Raipur,21.2514,81.6296
Narmada,D,8.57,12.74,16.3,2.14,4.69,178.01,16.47,3402,Vadodara,22.3072,73.1812
Narmada,E,8.75,6.06,24.78,9.68,8.02,547.18,4.42,4923,Bharuch,21.7051,72.9959
Brahmaputra,E,7.29,13.04,18.7,2.36,7.94,689.4,4.1,2278,Dhubri,26.0222,89.9856
Godavari,B,6.96,6.7,21.6,3.14,3.05,243.45,28.32,3793,Nanded,19.16,77.31
Ganga,C,7.75,5.6,20.67,2.11,9.3,418.64,24.15,3522,Patna,25.5941,85.1376
Godavari,E,7.11,7.36,32.15,6.53,6.33,781.65,5.5,899,Kakinada,16.9891,82.2475
Brahmaputra,A,7.8,11.67,32.82,9.46,4.42,299.93,12.26,799,Dibrugarh,27.4728,94.911
Narmada,E,8.12,2.76,23.34,7.33,5.52,496.28,10.73,4658,Bharuch,21.7051,72.9959
Godavari,B,8.07,3.75,19.59,8.58,6.45,117.65,23.75,4949,Nanded,19.16,77.31
Narmada,B,7.12,14.32,14.46,2.11,6.04,504.51,15.36,668,Jabalpur,23.1815,79.9864
Kaveri,C,6.5,3.46,33.93,6.34,5.38,117.22,3.92,1028,Erode,11.341,77.7172
Mahanadi,E,7.29,8.95,13.39,5.68,5.54,769.43,22.2,1963,Paradip,20.316,86.6103
Ganga,A,6.43,9.11,18.85,5.99,2.59,586.75,11.97,1200,Rishikesh,30.0869,78.2676
Kaveri,A,8.67,7.85,18.86,2.58,8.31,641.12,7.96,3716,Kodagu,12.3375,75.8069
Narmada,D,7.04,10.03,19.37,7.48,5.88,578.08,11.33,3667,Vadodara,22.3072,73.1812
Narmada,A,6.46,4.22,15.78,6.03,2.18,492.3,14.98,4856,Amarkantak,22.6744,81.7597
Yamuna,C,6.08,8.74,30.01,8.12,7.9,387.43,10.36,2306,Mathura,27.4924,77.6737
Yamuna,C,7.94,6.21,14.82,5.88,9.39,693.78,7.33,784,Mathura,27.4924,77.6737
Kaveri,A,7.91,10.26,26.6,3.2,9.53,767.63,12.02,2821,Kodagu,12.3375,75.8069
Krishna,A,7.02,2.98,14.85,7.19,4.32,424.28,0.67,1390,Mahabaleshwar,17.9307,73.6477
Kaveri,D,6.22,8.99,13.62,3.38,2.22,748.65,23.2,3192,Tiruchirappalli,10.7905,78.7047
Yamuna,A,7.23,3.59,32.92,8.98,5.67,487.5,5.21,4797,Uttarkashi,30.7298,78.4434
Narmada,D,6.93,4.9,16.37,6.9,2.01,453.79,1.41,4824,Vadodara,22.3072,73.1812
Brahmaputra,D,8.03,4.06,30.89,3.26,9.41,390.86,19.65,4339,Goalpara,26.17,90.62
Kaveri,A,7.82,3.56,24.53,9.7,2.65,206.97,23.24,3107,Kodagu,12.3375,75.8069
Narmada,B,7.09,12.56,13.79,6.15,3.27,52.79,24.43,1414,Jabalpur,23.1815,79.9864
Brahmaputra,B,6.65,5,33.98,2.58,4.66,231.13,14.86,3811,Tezpur,26.633,92.8
Brahmaputra,D,8.96,13.98,17.68,7.01,4.45,432.29,6.24,1379,Goalpara,26.17,90.62
Yamuna,A,7.36,14.58,31.77,4.03,8.15,334.97,22.14,2074,Uttarkashi,30.7298,78.4434
Kaveri,B,8.06,9,15.88,8.43,5.11,386.36,21.02,2302,Mysuru,12.2958,76.6394
Godavari,A,6.42,3,31.64,8.54,2.54,785.49,7.46,2775,Nashik,19.9975,73.7898
Ganga,A,7.46,6.24,12.3,9.83,3.4,312.7,27.11,2827,Rishikesh,30.0869,78.2676
Yamuna,A,6.08,12.17,23.77,6.01,5.58,389.14,3.22,726,Uttarkashi,30.7298,78.4434
Yamuna,E,7.52,6.14,29.7,5.64,2.33,150.14,29.48,4050,Prayagraj,25.4358,81.8463
Godavari,A,8.89,2.22,33.5,8.03,6.5,85.97,25.82,1721,Nashik,19.9975,73.7898
Ganga,E,7.15,8.79,32.91,3.06,6.09,631.56,20.67,1235,Kolkata,22.5726,88.3639
Narmada,D,6.12,12.83,30.85,6.38,7.43,478.01,28.17,18,Vadodara,22.3072,73.1812
Krishna,B,6.09,12.14,32.43,6.37,9.44,620.53,21.7,607,Sangli,16.8524,74.5815
Kaveri,B,7.16,3.45,16.58,2.72,9.21,162.4,5.79,4128,Mysuru,12.2958,76.6394
Krishna,B,6.48,10.42,18.54,5.34,9.51,478.87,13.32,1618,Sangli,16.8524,74.5815
Narmada,B,6.07,4.09,18.65,8.83,3.2,240.23,2.24,3041,Jabalpur,23.1815,79.9864
Mahanadi,B,8.27,4.05,20.67,8.85,2.18,221.05,11.75,3677,Sambalpur,21.4669,83.9812
Yamuna,B,7.38,13.24,21.05,2.79,3.72,58.64,22.27,2256,New Delhi,28.6139,77.209
Ganga,B,6.87,4.5,24.52,2.73,9.06,147.76,11.65,3636,Kanpur,26.4499,80.3319
Yamuna,D,8.7,4.69,15.68,4.1,9.75,281.95,9.98,4081,Agra,27.1767,78.0081
Brahmaputra,A,6.35,1.01,27.9,9,8.73,137.66,17.9,2832,Dibrugarh,27.4728,94.911
Yamuna,C,8.87,13.19,15.85,3.03,1.99,789.39,26.18,101,Mathura,27.4924,77.6737
Yamuna,E,6.94,12.1,19.14,7.76,9.53,281.47,1.52,860,Prayagraj,25.4358,81.8463
Narmada,C,8.67,9.78,23.58,2.81,4.81,147.74,11.63,1117,Hoshangabad,22.7441,77.7369
Narmada,C,7.81,11.5,30.32,6.99,1.08,199.31,4.83,309,Hoshangabad,22.7441,77.7369
Narmada,A,8.48,3.13,29.01,4.85,4.98,490.78,20.89,2353,Amarkantak,22.6744,81.7597
Krishna,A,8.95,7.42,26.85,8.31,1.41,98.03,3.26,1487,Mahabaleshwar,17.9307,73.6477
Brahmaputra,A,6.87,5.92,15.58,3.87,5.89,696.83,19.98,1092,Dibrugarh,27.4728,94.911
Mahanadi,B,8.88,2.31,24.58,7.11,4.05,771.12,8.66,2966,Sambalpur,21.4669,83.9812
Mahanadi,D,7.17,7.81,14.01,3.89,5.26,235.06,6.05,2928,Bhubaneswar,20.2961,85.8245
Narmada,B,7.16,13.89,20.68,7.71,6.52,387.57,28.1,1375,Jabalpur,23.1815,79.9864
Ganga,D,7.02,1.56,21.51,8.99,8.82,66.6,0.65,2810,Varanasi,25.3176,82.9739
Krishna,D,7.62,5.08,12.92,3.01,6.96,530.53,13.19,3546,Guntur,16.3067,80.4365
Godavari,C,6.46,3.91,18.3,8.93,4.91,360.44,0.75,3961,Adilabad,19.6667,78.5333
Ganga,C,7.66,4.33,33.98,6.75,8.37,252.54,14.56,2119,Patna,25.5941,85.1376
Kaveri,D,7.63,13.72,33.93,3.02,9.15,205.13,15.08,785,Tiruchirappalli,10.7905,78.7047
Kaveri,D,8.29,7.55,20.1,5.42,2.08,540.52,9.72,1462,Tiruchirappalli,10.7905,78.7047
Ganga,B,8.5,7.53,12.99,3.29,5.79,362.16,4.05,1691,Kanpur,26.4499,80.3319
Narmada,B,7.32,11.65,16.12,7.6,3.56,184.74,11.35,2313,Jabalpur,23.1815,79.9864
Godavari,C,6.91,3.16,21.02,8.07,1.42,566.83,20.2,1861,Adilabad,19.6667,78.5333
Godavari,A,6.78,7.82,33.8,2.85,7.02,473.8,23.49,1907,Nashik,19.9975,73.7898
Krishna,D,6.58,7.02,15.25,6.05,8.76,694,15.97,3428,Guntur,16.3067,80.4365
Godavari,B,6.17,9.36,29.56,8.52,2.47,138.11,17.74,3607,Nanded,19.16,77.31
Kaveri,C,7.03,14.99,14.5,9.49,8.31,639.25,6.1,1337,Erode,11.341,77.7172
Brahmaputra,B,6.81,11.77,34.57,6.11,8.68,555.14,8.69,624,Tezpur,26.633,92.8
Narmada,D,8.9,6.57,20.78,9.6,9.23,136.26,4.94,254,Vadodara,22.3072,73.1812
Godavari,D,7.67,12.59,29.83,6.29,3.39,571.12,7.55,766,Rajahmundry,17.0005,81.804
Krishna,E,7.04,3.39,19.88,5.15,9.14,381.16,6.82,833,Machilipatnam,16.1875,81.1389
Kaveri,A,7.74,1.43,26.44,8.79,3.89,758.74,15.63,2837,Kodagu,12.3375,75.8069
Brahmaputra,E,6.42,3.86,16.42,5.94,5.97,156.21,16.92,3817,Dhubri,26.0222,89.9856
Yamuna,C,7.33,5.77,15.36,5.78,1.45,532.13,28.35,2789,Mathura,27.4924,77.6737
Yamuna,B,7.88,8.15,33.58,5.92,1.39,336.49,5.95,1856,New Delhi,28.6139,77.209
Brahmaputra,C,7.47,9.61,33.11,8.77,7.48,767.61,19.29,1250,Guwahati,26.1445,91.7362
Kaveri,D,7.21,13.75,32.41,8.66,5,297.48,24.54,4621,Tiruchirappalli,10.7905,78.7047
Krishna,E,8.98,8.14,26.38,5.23,3.31,771.64,16.85,483,Machilipatnam,16.1875,81.1389
Brahmaputra,E,8.64,8.02,30.59,4.67,2.71,726.11,7.72,4141,Dhubri,26.0222,89.9856
Narmada,E,7.87,1.7,13.59,5.94,7.03,252.79,7.95,3259,Bharuch,21.7051,72.9959
Narmada,C,7.71,1.49,19.7,6.58,1,652.66,1.27,1802,Hoshangabad,22.7441,77.7369
Yamuna,D,7.86,8.72,19.22,3.91,8.25,796.7,9.23,1744,Agra,27.1767,78.0081
Godavari,B,6.6,7.13,26.62,8.35,1.71,239.5,22.36,4935,Nanded,19.16,77.31
Krishna,B,7.19,12.75,20.19,5.89,2.72,377.58,1.52,3952,Sangli,16.8524,74.5815
Yamuna,C,6.12,3.25,15.42,4.67,4.48,440.14,6.66,954,Mathura,27.4924,77.6737
Godavari,E,7.43,1.35,25.72,2.85,5.36,271.2,21.22,1521,Kakinada,16.9891,82.2475
Godavari,A,7.63,7.29,30.73,3.91,4.19,61.45,23.5,4091,Nashik,19.9975,73.7898
Mahanadi,C,6.68,4.32,20.79,9.59,3.89,215.1,13.71,4536,Cuttack,20.4625,85.8828
Narmada,C,8.89,1.69,15.04,4.44,9.68,261.45,20.97,868,Hoshangabad,22.7441,77.7369
Kaveri,D,8.73,11.14,16.52,3.35,6.77,382.7,11.7,3570,Tiruchirappalli,10.7905,78.7047
Ganga,B,8.17,2.56,17.46,5.69,1.21,178.33,4.88,239,Kanpur,26.4499,80.3319
Kaveri,C,7.6,9.52,18.9,4.46,4.87,704.94,12,2427,Erode,11.341,77.7172
Ganga,C,8.61,4.93,26.78,2.28,8.88,578.68,17.44,187,Patna,25.5941,85.1376
Brahmaputra,E,6.39,3.43,25.82,4.59,3.71,113.9,28.45,3938,Dhubri,26.0222,89.9856
Narmada,E,8.37,6.32,28.01,6.35,1.85,537.57,2.16,2625,Bharuch,21.7051,72.9959
Godavari,A,6.37,12.22,20.34,6.41,7.83,540.24,15.27,1623,Nashik,19.9975,73.7898
Krishna,D,8.38,6.49,30.95,4.85,6.45,767.17,9.93,2850,Guntur,16.3067,80.4365
Ganga,A,6.83,11.51,16.69,5.58,6.13,52.27,15.3,2957,Rishikesh,30.0869,78.2676
Kaveri,E,8.63,2.76,22.79,9.72,1.48,235.95,0.82,1784,Thanjavur,10.787,79.1378
Godavari,B,8.83,11.82,30.42,5.02,2.26,745.84,9.46,3881,Nanded,19.16,77.31
Ganga,E,6.45,4.32,16.14,4.07,6.6,749.1,24.61,91,Kolkata,22.5726,88.3639
Ganga,D,7.39,10.48,14.53,3.95,2.87,590.44,16.66,855,Varanasi,25.3176,82.9739
Mahanadi,E,8.94,8.92,32.32,5.66,5.54,624.32,13.57,2819,Paradip,20.316,86.6103
Ganga,D,7.45,14.01,19.89,8.08,5.9,118.61,8.64,1226,Varanasi,25.3176,82.9739
Krishna,D,8.59,6.42,27.73,3.65,3.55,435.41,9.01,4723,Guntur,16.3067,80.4365
Narmada,D,7.77,1.93,12.58,7.67,9.54,223.69,11.55,3270,Vadodara,22.3072,73.1812
Krishna,D,7.13,1.27,27.87,2.17,8.58,185.91,25.08,3155,Guntur,16.3067,80.4365
Yamuna,D,6.86,12.58,19.27,5.35,7.5,657.73,29.02,2273,Agra,27.1767,78.0081
Godavari,B,6.61,8.35,13.28,8.21,1.7,151.28,13.22,2347,Nanded,19.16,77.31
Narmada,A,8.29,11.85,26.03,4.71,1.96,401.49,11.86,454,Amarkantak,22.6744,81.7597
Mahanadi,C,7.16,4.28,17.54,6.51,5.44,753.93,25.41,932,Cuttack,20.4625,85.8828
Narmada,A,7.53,5.83,20.9,3.64,2.45,189.37,12.86,4298,Amarkantak,22.6744,81.7597
Narmada,D,7.48,1.42,13.85,7.94,9.8,783.5,16.61,4394,Vadodara,22.3072,73.1812
Kaveri,B,7.73,14.46,15.38,2.42,2.43,795.72,7.01,2640,Mysuru,12.2958,76.6394
Narmada,E,8.6,10.35,18.85,8.82,5.39,466.71,22.33,1177,Bharuch,21.7051,72.9959
Mahanadi,B,8.94,14.06,14.06,3.59,4.28,177.61,16.01,3973,Sambalpur,21.4669,83.9812
Krishna,D,7.22,4.72,32.95,9,6.75,287.08,24.29,3451,Guntur,16.3067,80.4365
Narmada,B,8.48,9.56,12.14,4.82,2.16,368.37,23.44,3522,Jabalpur,23.1815,79.9864
Brahmaputra,B,8.29,10.5,23.13,7.78,4.87,281.99,6.53,905,Tezpur,26.633,92.8
Godavari,D,7.72,5.45,14.83,4.55,3.47,260.48,21.5,3732,Rajahmundry,17.0005,81.804
Narmada,B,8.87,12.87,19.08,9.25,8.99,779.17,24.02,2070,Jabalpur,23.1815,79.9864
Godavari,C,6.6,14.26,33.3,3.01,1.37,165.02,10.45,3044,Adilabad,19.6667,78.5333
Brahmaputra,C,6.33,13.39,15.72,3.43,9.22,600,5.26,2397,Guwahati,26.1445,91.7362
Brahmaputra,B,8.56,11.35,34.21,5.94,8.5,50.31,0.18,1907,Tezpur,26.633,92.8
Godavari,E,7.32,4.88,16.73,2.66,3.68,497.14,13.58,1809,Kakinada,16.9891,82.2475
Ganga,D,8.54,4.94,29.06,3.57,8.1,736.96,10.64,4417,Varanasi,25.3176,82.9739
Yamuna,C,8.68,14.49,24.57,9.55,1.28,265.95,16.69,2790,Mathura,27.4924,77.6737
Kaveri,E,6.19,1.14,32.34,9.81,9.7,189.14,5.72,1137,Thanjavur,10.787,79.1378
Ganga,B,8.65,11.02,24.74,5.01,5.74,538.76,25.8,348,Kanpur,26.4499,80.3319
Ganga,E,7.34,10.89,24.29,9.39,3.73,584.45,7.81,4464,Kolkata,22.5726,88.3639
Krishna,A,7.53,9.72,16.5,6.36,4.26,566.02,6.87,1182,Mahabaleshwar,17.9307,73.6477
Kaveri,C,7.88,14.86,15.82,4.16,1.6,289.49,14.47,2818,Erode,11.341,77.7172
Kaveri,B,8.78,5.37,33.08,7.62,9.9,239.15,15.02,4873,Mysuru,12.2958,76.6394
Ganga,D,6.06,5.76,19.54,7.27,1.35,766.94,6.53,3039,Varanasi,25.3176,82.9739
Narmada,B,7.43,2.11,20.56,9.91,6.89,742.47,8.23,2099,Jabalpur,23.1815,79.9864
Krishna,D,8.06,7.2,29.48,4.12,4.98,392.99,5.17,4307,Guntur,16.3067,80.4365
Krishna,B,8.17,4.65,19.79,7.38,9.54,684.65,21.58,3027,Sangli,16.8524,74.5815
Brahmaputra,E,8.08,5.81,33.9,2.42,3.21,389.24,23.13,4569,Dhubri,26.0222,89.9856
Mahanadi,E,6.4,12.68,28.97,2.91,5.79,368.29,13.92,458,Paradip,20.316,86.6103
Kaveri,E,6.9,14.1,25.74,2.03,5.34,167.57,21.45,4903,Thanjavur,10.787,79.1378
Ganga,A,7.08,3.6,32.26,10,7.33,369.8,22.1,803,Rishikesh,30.0869,78.2676
Brahmaputra,D,8.41,6.22,13.14,8.42,1.61,453.06,4.23,446,Goalpara,26.17,90.62
Godavari,E,6.84,14,17.91,8.29,2.74,66.88,28.99,4636,Kakinada,16.9891,82.2475
Yamuna,A,6.63,1.87,22.7,6.08,2.93,383.08,24.65,4670,Uttarkashi,30.7298,78.4434
Mahanadi,D,8.87,2.29,17.22,4.4,7.64,636.02,6.21,1630,Bhubaneswar,20.2961,85.8245
Mahanadi,B,6.03,3.28,29.11,3.21,2.7,560.03,5.67,3511,Sambalpur,21.4669,83.9812
Mahanadi,A,8.99,9.33,33.14,4.28,6.16,526.37,3.86,2929,Raipur,21.2514,81.6296
Krishna,C,8.03,3.11,21.75,5.01,2.94,732.17,4.24,4318,Vijayawada,16.5062,80.648
Godavari,A,8.49,14.55,19.87,8.05,8.75,63.52,22.47,958,Nashik,19.9975,73.7898
Mahanadi,A,6.88,7.25,34.12,6.32,9.48,467.79,14.14,3954,Raipur,21.2514,81.6296
Godavari,D,6.04,8.02,22.23,2.62,5.67,640.51,23.51,1137,Rajahmundry,17.0005,81.804
Narmada,B,8.21,4.45,23.25,2.14,4.17,456,22.41,201,Jabalpur,23.1815,79.9864
Mahanadi,C,8.5,7.59,20.09,2.82,3.11,292.92,18.18,4022,Cuttack,20.4625,85.8828
Yamuna,E,8.22,10.27,32.92,5.28,1.45,152.19,20.62,3770,Prayagraj,25.4358,81.8463
Godavari,E,6.43,11.52,25.09,9.47,3.42,715.67,0.65,3740,Kakinada,16.9891,82.2475
Godavari,A,8.26,11.55,29.53,7.1,6.89,403.07,9.42,1413,Nashik,19.9975,73.7898
Yamuna,D,8.31,9.09,30.67,8.41,5.8,708.59,19.17,2000,Agra,27.1767,78.0081
Mahanadi,D,7.98,13.66,19.86,5.73,9.5,489.39,0.38,1114,Bhubaneswar,20.2961,85.8245
Yamuna,E,8.3,12.44,21.97,4.89,4.57,555.64,1.09,4810,Prayagraj,25.4358,81.8463
Godavari,C,8.54,11.6,31.51,2.87,7.24,653.2,25.57,558,Adilabad,19.6667,78.5333
Yamuna,B,7.84,1.78,20.35,9.01,5.4,544.37,20.55,3458,New Delhi,28.6139,77.209
Godavari,C,6.27,1.1,30.26,8.27,5.61,348.54,8.03,1871,Adilabad,19.6667,78.5333
Godavari,B,7.46,3.97,33.64,3.34,3.41,435.23,20.67,4259,Nanded,19.16,77.31
Narmada,E,6.23,10.29,26.33,6.1,5.09,652.28,23.79,580,Bharuch,21.7051,72.9959
Ganga,B,7.22,6.76,29.06,5.9,5.24,330.24,9.27,1794,Kanpur,26.4499,80.3319
Godavari,D,7.22,6.63,30.52,7,7.36,341.09,1.18,2297,Rajahmundry,17.0005,81.804
Mahanadi,A,6.2,13.38,31.44,9.57,9.47,121.77,27.99,2431,Raipur,21.2514,81.6296
Brahmaputra,A,7.05,13.54,21.09,6.64,3.96,735.94,10.42,3982,Dibrugarh,27.4728,94.911
Krishna,E,6.33,13.73,13.18,6.32,1.38,118.28,3.28,814,Machilipatnam,16.1875,81.1389
Kaveri,D,8.42,5.39,21.24,2.4,5.47,536.16,14.81,808,Tiruchirappalli,10.7905,78.7047
Ganga,C,8.84,10.67,27.5,2.5,5.9,359.9,23.08,3285,Patna,25.5941,85.1376
Ganga,D,6.22,4.8,22.36,3.5,2.52,354.21,6.73,620,Varanasi,25.3176,82.9739
Ganga,A,8.87,3.67,29.23,2.26,7.84,559.66,8.16,1816,Rishikesh,30.0869,78.2676
Narmada,A,7.57,3.58,20.21,7.95,9.86,100.32,7.36,4248,Amarkantak,22.6744,81.7597
Godavari,D,6.9,5.79,26.6,7.79,9.51,495.28,29.75,3270,Rajahmundry,17.0005,81.804
Narmada,D,6.23,7.02,16.29,3.09,2.77,629.02,6,4377,Vadodara,22.3072,73.1812
Godavari,A,7.5,12.63,29.24,8.69,8.88,671.16,17.31,3381,Nashik,19.9975,73.7898
Mahanadi,C,8.38,2.68,24.55,3.24,7.34,177.9,27.77,2483,Cuttack,20.4625,85.8828
Narmada,E,8.12,11.29,16.69,4.41,5.08,723.06,4.49,2103,Bharuch,21.7051,72.9959
Narmada,E,6.15,8.44,18.71,3.99,5.87,542.11,29.13,2152,Bharuch,21.7051,72.9959
Krishna,D,6.22,5.03,29.22,4.98,8.65,711.39,28.43,4011,Guntur,16.3067,80.4365
Brahmaputra,E,7.21,7.9,23.1,4.04,5.32,413.96,26.55,3090,Dhubri,26.0222,89.9856
Narmada,A,6.89,5.2,16.97,5.91,4.36,456.53,6.52,4564,Amarkantak,22.6744,81.7597
Krishna,A,6.7,9.35,34.25,5.26,5.44,739.28,19.06,1442,Mahabaleshwar,17.9307,73.6477
Yamuna,D,6.84,7.07,28.45,9.89,6.21,724.93,22.85,2527,Agra,27.1767,78.0081
Brahmaputra,D,8.41,3.3,34.01,2.45,2.7,386.12,29.58,2867,Goalpara,26.17,90.62
Mahanadi,D,8.79,2.63,21.82,3.14,9.11,255.81,5.49,515,Bhubaneswar,20.2961,85.8245
Narmada,C,7.22,8.65,22.93,2.42,7.07,344.88,23,1106,Hoshangabad,22.7441,77.7369
